said,1372
india,601
trump,506
times,485
people,427
please,387
world,368
u,363
china,337
could,328
two,324
president,305
percent,300
united,290
indian,286
tell,275
states,273
government,264
email,255
many,248
interested,243
feedback,241
country,233
must,231
trade,230
day,230
newsletter,225
view,221
see,220
state,216
