india,108773
kashmir,29629
part,13571
amp,12652
always,12260
born,12031
land,11866
integral,11784
ho,11567
remain,11524
forefathers,11481
pious,11348
top,11191
countries,9924
indian,9634
korea,9556
pm,8873
brazil,8753
congress,6660
indonesia,6419
best,6380
people,6350
pakistan,6131
afridi,6011
mexico,5973
news,5910
india's,5596
argentina,5415
south,5202
world,4974
voted,4953
trending,4934
many,4701
govt,4407
want,4187
shahid,4179
april,4116
modi,4102
